WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE,_YEAR_INFERRED_,_source_dataset_
2025-03-01,Europe,Ukraine,Cape Fiolent,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,4172.0,44.4978,33.4874,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-15,Europe,Ukraine,Cherkasy,Battles,Armed clash,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-04,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-11,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-18,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,20252.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-25,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,173335.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-01,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-08,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-15,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,132947.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-01,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,173335.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-08,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-15,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-22,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-05,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,134683.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-19,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,132947.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-26,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-03,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,7,0,175864.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-17,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,134909.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-31,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,78930.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-07,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,132947.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-14,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-21,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,20252.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-28,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,58048.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-12,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,4,0,186625.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-19,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-23,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-30,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-06,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,5,0,153199.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-13,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,172705.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-20,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-04,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,127947.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-18,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,172705.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-25,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,20252.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-08,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,7,0,191625.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-22,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-29,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-06,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,132947.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-13,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,2,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-20,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Air/drone strike,3,0,193587.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-26,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,58678.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-20,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,18281.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-04,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,13290.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-08,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,114657.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-20,Europe,Ukraine,Cherkasy,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,58678.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-04,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-11,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-18,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-08,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-15,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-01,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-15,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-22,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-29,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-12,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-26,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-03,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-10,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-17,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-24,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-31,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-07,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-14,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-21,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-28,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-05,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-12,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,2,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-19,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-26,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,2,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-02,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-09,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-16,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-23,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-30,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-06,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-13,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-20,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-27,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-04,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-11,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-18,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,2,0,15416.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-25,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-01,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,2,0,10296.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-08,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-15,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-22,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-29,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-13,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-20,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-27,Europe,Ukraine,Cherkasy,Protests,Peaceful protest,1,0,8209.0,Demonstrations,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-06,Europe,Ukraine,Cherkasy,Riots,Mob violence,1,0,29584.0,Political violence,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-04,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-11,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-18,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-01-25,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-01,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-08,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-15,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-02-22,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,5,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-01,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-08,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-15,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-22,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-04-26,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-10,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-17,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-05-31,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-14,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-21,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-06-28,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-19,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-07-26,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-02,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-16,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-23,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-08-30,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-13,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-20,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,4,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-09-27,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-04,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-11,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-10-25,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-08,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-11-15,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-12-27,Europe,Ukraine,Cherkasy,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
2025-03-08,Europe,Ukraine,Cherkasy,Strategic developments,Looting/property destruction,2,0,,Strategic developments,3447.0,49.3396,31.6048,2025,Europe-Central-Asia_aggregated_data_up_to_week_of-2026-03-28.xlsx
